study_folder,file_name,variable_name,file_type,variable_group
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,activity,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,activity-2,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,cond,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,food,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,food-2,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,group,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,group-2,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,id,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,start,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,start-2,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,thirds,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,thirds-2,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,time_1,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,time_2,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,time_2-1,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,time_2-2,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,trace,microstructure,other
data,sub-6da2_assay-microstructure_cond-deprivaiton.csv,trace-2,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-a.csv,activity,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-a.csv,food,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-a.csv,group,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-a.csv,id,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-a.csv,start,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-a.csv,time1,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-a.csv,time2,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-a.csv,timepoint,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-a.csv,trace,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-b.csv,activity,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-b.csv,food,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-b.csv,group,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-b.csv,id,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-b.csv,start,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-b.csv,time1,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-b.csv,time2,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-b.csv,timepoint,microstructure,other
data,sub-6fa9_assay-microstructure_timepoint-b.csv,trace,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,activity,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,activity-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,cond,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,food,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,food-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,group,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,group-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,id,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,start,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,start-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,thirds,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,thirds-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,time_1,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,time_2,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,time_2-1,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,time_2-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,trace,microstructure,other
data,sub-6fad_assay-microstructure_cond-control.csv,trace-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,activity,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,activity-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,cond,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,food,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,food-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,group,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,group-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,id,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,start,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,start-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,thirds,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,thirds-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,time_1,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,time_2,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,time_2-1,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,time_2-2,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,trace,microstructure,other
data,sub-6fad_assay-microstructure_cond-deprivaiton.csv,trace-2,microstructure,other
data,sub-761f_assay-microstructure_timepoint-a.csv,activity,microstructure,other
data,sub-761f_assay-microstructure_timepoint-a.csv,food,microstructure,other
data,sub-761f_assay-microstructure_timepoint-a.csv,group,microstructure,other
data,sub-761f_assay-microstructure_timepoint-a.csv,id,microstructure,other
data,sub-761f_assay-microstructure_timepoint-a.csv,start,microstructure,other
data,sub-761f_assay-microstructure_timepoint-a.csv,time1,microstructure,other
data,sub-761f_assay-microstructure_timepoint-a.csv,time2,microstructure,other
data,sub-761f_assay-microstructure_timepoint-a.csv,timepoint,microstructure,other
data,sub-761f_assay-microstructure_timepoint-a.csv,trace,microstructure,other
data,sub-761f_assay-microstructure_timepoint-b.csv,activity,microstructure,other
data,sub-761f_assay-microstructure_timepoint-b.csv,food,microstructure,other
data,sub-761f_assay-microstructure_timepoint-b.csv,group,microstructure,other
data,sub-761f_assay-microstructure_timepoint-b.csv,id,microstructure,other
data,sub-761f_assay-microstructure_timepoint-b.csv,start,microstructure,other
data,sub-761f_assay-microstructure_timepoint-b.csv,time1,microstructure,other
data,sub-761f_assay-microstructure_timepoint-b.csv,time2,microstructure,other
data,sub-761f_assay-microstructure_timepoint-b.csv,timepoint,microstructure,other
data,sub-761f_assay-microstructure_timepoint-b.csv,trace,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,activity,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,activity-2,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,cond,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,food,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,food-2,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,group,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,group-2,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,id,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,start,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,start-2,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,thirds,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,thirds-2,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,time_1,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,time_2,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,time_2-1,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,time_2-2,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,trace,microstructure,other
data,sub-779d_assay-microstructure_cond-control.csv,trace-2,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,activity,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,activity-2,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,cond,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,food,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,food-2,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,group,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,group-2,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,id,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,start,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,start-2,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,thirds,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,thirds-2,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,time_1,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,time_2,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,time_2-1,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,time_2-2,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,trace,microstructure,other
data,sub-779d_assay-microstructure_cond-deprivaiton.csv,trace-2,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-a.csv,activity,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-a.csv,food,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-a.csv,group,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-a.csv,id,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-a.csv,start,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-a.csv,time1,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-a.csv,time2,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-a.csv,timepoint,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-a.csv,trace,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-b.csv,activity,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-b.csv,food,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-b.csv,group,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-b.csv,id,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-b.csv,start,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-b.csv,time1,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-b.csv,time2,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-b.csv,timepoint,microstructure,other
data,sub-79fb_assay-microstructure_timepoint-b.csv,trace,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,activity,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,activity-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,cond,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,food,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,food-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,group,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,group-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,id,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,start,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,start-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,thirds,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,thirds-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,time_1,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,time_2,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,time_2-1,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,time_2-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,trace,microstructure,other
data,sub-7a53_assay-microstructure_cond-control.csv,trace-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,activity,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,activity-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,cond,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,food,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,food-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,group,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,group-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,id,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,start,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,start-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,thirds,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,thirds-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,time_1,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,time_2,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,time_2-1,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,time_2-2,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,trace,microstructure,other
data,sub-7a53_assay-microstructure_cond-deprivaiton.csv,trace-2,microstructure,other
data,sub-7d9e_assay-microstructure_cond-control.csv,activity,microstructure,other
